WeekOfMonth,Make,AccidentArea,DayOfWeekClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
1,6,1,2,2,1,2,16.5,0,1,0,5,0,4675,400,3,2,1,7,0,0,0,0,3,3,2,1
1,6,1,4,3,1,1,33.0,1,0,0,1,0,4676,400,3,2,0,5,4,0,0,0,3,3,0,0
5,5,1,6,5,1,1,61.0,0,2,1,1,0,4677,400,3,2,2,6,7,0,0,0,0,3,0,2
5,0,1,2,4,1,2,35.0,0,6,2,5,0,4678,400,3,2,3,5,4,0,0,0,1,3,0,0
3,0,1,2,3,1,1,76.0,0,6,2,5,0,4679,400,3,2,3,6,8,0,0,0,0,3,0,0
3,6,0,7,3,1,1,29.0,1,1,0,4,0,4680,400,3,2,2,5,4,0,0,0,3,3,0,1
4,17,1,2,4,1,2,21.0,0,2,1,0,0,4681,400,3,2,3,3,3,0,0,0,0,3,0,2
4,17,1,5,1,1,1,59.0,0,2,1,0,0,4682,700,3,2,3,6,7,0,0,0,3,3,0,2
4,6,1,5,4,1,1,54.0,1,4,1,5,0,4683,400,3,2,3,6,6,0,0,0,3,3,0,1
4,13,1,7,4,1,2,25.0,0,2,1,1,0,4684,400,3,2,2,4,3,0,0,0,3,2,1,2
3,3,1,5,4,1,1,26.0,0,2,1,1,0,4685,400,3,2,1,4,4,0,0,0,3,3,0,2
4,6,1,6,4,1,1,28.0,0,2,1,0,0,4686,400,3,2,1,4,4,0,0,0,3,3,0,2
4,13,1,1,4,1,1,26.0,1,1,0,0,0,4687,400,3,2,3,5,4,0,0,0,3,3,0,1
4,6,1,2,2,1,1,33.0,0,2,1,5,0,4688,400,3,2,1,7,4,0,0,0,3,3,0,2
4,17,1,5,5,1,1,33.0,1,1,0,1,0,4689,400,3,2,1,5,4,0,0,0,1,3,0,1
4,13,1,1,4,1,1,26.0,1,1,0,0,0,4690,400,3,2,0,5,4,0,0,0,0,3,0,1
2,9,1,1,2,1,1,51.0,1,2,1,1,0,4691,400,3,2,3,6,6,0,0,0,2,3,0,2
4,9,1,6,4,1,1,48.0,0,2,1,1,0,4692,400,3,2,3,5,6,0,0,0,1,3,0,2
4,17,1,5,4,1,1,39.0,0,2,1,0,0,4693,500,3,2,3,5,5,0,0,0,1,1,0,2
4,9,1,1,4,1,2,29.0,0,1,0,0,0,4694,400,3,2,1,5,4,0,0,0,0,3,0,1
3,2,1,6,3,1,1,34.0,1,1,0,5,0,4695,400,3,2,3,5,4,0,0,0,3,3,0,1
3,15,0,7,4,1,1,27.0,0,1,0,1,0,4696,400,3,2,3,4,4,0,0,0,2,3,0,1
3,5,1,2,3,1,1,43.0,1,0,0,0,0,4697,400,3,2,0,5,5,0,0,0,3,3,0,0
2,13,1,5,3,1,2,52.0,0,1,0,0,0,4698,400,3,2,1,6,6,0,0,0,2,3,0,1
2,13,1,6,2,0,1,64.0,1,1,0,2,0,4699,400,3,2,3,6,7,0,0,0,3,3,0,1
3,2,1,1,3,1,1,51.0,0,0,0,0,0,4700,400,3,2,0,5,6,0,0,0,2,3,0,0
3,0,1,1,3,1,1,48.0,0,1,0,1,0,4701,400,3,2,3,6,6,0,0,0,3,3,0,1
3,17,1,2,3,1,1,43.0,1,0,0,0,0,4702,400,3,2,3,6,5,0,0,0,3,3,0,0
2,17,1,6,3,1,2,58.0,0,0,0,4,0,4703,400,3,2,0,6,7,0,0,0,0,3,0,0
2,17,1,5,4,1,1,36.0,0,2,1,0,0,4704,400,3,2,0,5,5,0,0,0,3,3,0,2
2,5,1,2,2,1,1,59.0,0,0,0,4,0,4705,400,3,2,3,5,7,0,0,0,3,2,1,0
1,9,1,1,5,0,2,35.0,0,2,1,0,0,4706,400,3,2,1,3,4,0,0,0,0,3,0,2
4,13,1,6,4,1,1,58.0,1,0,0,0,0,4707,400,3,2,3,6,7,0,0,0,0,3,0,0
4,6,1,6,4,1,1,55.0,0,2,1,1,0,4708,400,2,1,0,6,6,0,0,0,3,3,0,2
5,17,1,6,1,1,2,35.0,0,1,0,5,0,4709,400,3,2,1,5,4,0,0,0,1,3,0,1
2,6,1,6,2,1,2,34.0,0,2,1,1,0,4710,400,3,2,2,4,4,0,0,0,0,3,0,2
1,2,1,2,1,1,1,51.0,0,2,1,1,0,4711,400,3,2,2,5,6,0,0,0,3,3,0,2
3,6,1,3,3,1,2,25.0,0,1,0,1,0,4712,400,3,2,3,4,3,0,0,1,0,3,0,1
3,17,1,6,1,1,2,35.0,0,1,0,0,0,4713,400,3,2,3,3,4,0,0,0,3,3,0,1
5,0,1,5,1,1,2,35.0,0,2,1,5,0,4714,400,3,2,2,3,4,0,0,0,0,3,0,2
4,6,1,2,4,1,1,41.0,0,2,1,0,0,4715,400,3,2,1,6,5,0,0,0,2,3,0,2
3,17,1,1,3,1,1,33.0,0,0,0,0,0,4716,400,3,2,3,4,4,0,0,0,1,3,2,0
4,6,1,6,4,0,1,40.0,0,4,1,5,1,4717,400,3,2,1,4,5,0,0,0,3,3,0,1
1,9,1,5,1,1,1,28.0,0,1,0,0,0,4718,400,3,2,0,5,4,1,0,0,0,3,0,1
4,6,1,7,5,1,1,33.0,0,2,1,0,0,4719,400,3,2,1,4,4,0,0,0,2,3,0,2
1,6,1,2,1,1,1,57.0,1,1,0,0,0,4720,400,3,2,1,6,7,0,0,0,2,3,0,1
1,6,1,1,3,1,1,70.0,0,1,0,0,0,4721,400,3,2,3,6,8,1,0,0,1,3,0,1
4,9,1,2,2,1,1,43.0,0,1,0,0,0,4722,400,3,2,0,5,5,0,0,0,2,3,0,1
3,6,1,5,3,1,1,27.0,0,1,0,0,0,4723,400,3,2,0,5,4,0,0,0,2,3,0,1
2,9,1,7,3,1,2,24.0,0,1,0,0,0,4724,400,3,2,3,4,3,0,0,0,3,3,0,1
3,13,1,7,3,0,1,29.0,1,0,0,0,0,4725,400,3,2,1,4,4,0,0,0,3,3,0,0
3,9,1,5,3,1,1,48.0,1,0,0,0,0,4726,400,3,2,3,6,6,0,0,0,2,2,1,0
4,17,1,5,3,1,1,41.0,0,0,0,4,1,4727,400,3,2,3,4,5,0,0,0,1,3,0,0
2,13,0,1,2,1,1,70.0,0,2,1,0,0,4728,400,3,2,3,6,8,0,0,0,1,3,0,2
2,6,1,1,2,1,1,29.0,1,1,0,0,0,4729,400,3,2,1,4,4,0,0,0,2,3,0,1
4,13,1,2,1,0,0,44.0,1,0,0,1,0,4730,400,3,2,1,5,5,0,0,0,2,3,0,0
2,9,1,6,2,1,1,49.0,0,4,1,5,0,4731,400,3,2,3,6,6,0,0,0,3,3,0,1
5,13,1,6,1,0,2,34.0,1,0,0,0,0,4732,400,3,2,3,3,4,0,0,0,3,3,0,0
4,6,1,6,1,1,1,28.0,0,1,0,1,1,4733,400,3,2,1,3,4,0,0,0,2,0,0,1
2,5,1,1,3,1,1,46.0,0,2,1,3,0,4734,400,3,2,0,6,6,0,0,0,3,3,0,2
1,9,1,2,3,1,1,28.0,0,1,0,1,0,4735,400,3,2,0,5,4,0,0,1,2,3,0,1
1,2,1,6,1,1,1,32.0,1,1,0,1,0,4736,400,3,2,0,4,4,0,0,0,2,3,0,1
3,9,1,5,4,1,2,31.0,0,1,0,0,0,4737,400,3,2,1,4,4,0,0,0,0,3,0,1
4,13,1,2,4,1,1,42.0,0,2,1,0,0,4738,400,3,2,2,5,5,0,0,0,3,3,0,2
3,9,1,6,4,1,1,64.0,0,0,0,5,0,4739,400,3,2,2,6,7,0,0,0,1,3,0,0
4,17,1,7,5,1,2,32.0,1,0,0,0,0,4740,400,3,2,3,5,4,0,0,0,0,3,0,0
4,2,1,1,4,1,1,53.0,0,0,0,5,0,4741,400,3,2,0,6,6,0,0,0,3,3,0,0
4,9,1,7,5,1,1,59.0,0,2,1,0,0,4742,400,3,2,1,5,7,0,0,0,3,3,0,2
1,9,1,7,1,1,2,25.0,1,1,0,1,0,4743,400,3,2,1,3,3,0,0,0,2,3,0,1
3,17,1,6,3,1,2,29.0,0,1,0,0,0,4744,500,3,2,2,4,4,0,0,0,2,1,0,1
1,17,1,6,1,1,1,33.0,0,1,0,0,0,4745,400,3,2,3,4,4,0,0,0,3,3,0,1
5,9,1,6,1,1,2,35.0,0,2,1,0,0,4746,400,3,2,1,3,4,0,0,0,2,3,0,2
5,13,1,1,5,0,1,31.0,0,0,0,0,0,4747,400,3,2,0,4,4,0,0,0,3,2,1,0
4,6,1,6,4,1,1,63.0,0,2,1,0,0,4748,400,3,2,2,6,7,0,0,0,2,3,0,2
4,17,1,1,1,1,2,58.0,0,0,0,5,0,4749,400,3,2,3,6,7,0,0,0,2,3,0,0
3,9,1,1,1,0,2,32.0,1,1,0,0,0,4750,400,3,2,1,4,4,0,0,0,3,3,0,1
3,13,1,7,4,1,1,50.0,0,1,0,1,0,4751,400,3,2,1,6,6,0,0,0,0,3,0,1
4,6,1,4,1,1,1,43.0,1,1,0,0,0,4752,400,3,2,0,6,5,0,0,0,0,3,0,1
1,13,1,2,2,1,1,57.0,0,0,0,4,0,4753,400,3,2,3,4,7,0,0,0,3,3,0,0
1,13,0,5,1,1,1,50.0,0,2,1,0,0,4754,400,3,2,1,6,6,0,0,0,2,3,0,2
4,17,1,1,5,1,1,42.0,1,0,0,5,0,4755,400,3,2,3,5,5,0,0,0,0,3,0,0
4,17,1,7,5,1,1,46.0,0,2,1,0,0,4756,400,3,2,1,6,6,0,0,0,1,3,0,2
4,13,1,6,4,1,2,58.0,0,1,0,0,0,4757,400,3,2,1,6,7,0,0,0,0,3,2,1
1,2,1,2,3,1,1,44.0,0,6,2,5,0,4758,400,3,2,2,5,5,0,0,0,3,3,0,0
5,6,1,5,1,1,1,52.0,0,0,0,0,0,4759,400,3,2,0,6,6,0,0,0,2,3,0,0
5,2,1,5,1,1,1,39.0,0,1,0,0,0,4760,400,3,2,1,5,5,0,0,0,3,3,0,1
3,0,1,3,4,1,1,47.0,0,0,0,0,0,4761,400,3,2,1,5,6,0,0,0,3,3,0,0
2,9,1,6,2,1,1,37.0,0,2,1,0,0,4762,400,3,2,3,5,5,0,0,0,3,3,0,2
1,9,1,1,2,1,1,54.0,1,2,1,0,0,4763,400,3,2,1,5,6,0,0,0,3,3,0,2
4,13,0,6,4,1,1,46.0,0,2,1,1,0,4764,400,3,2,1,6,6,0,0,0,1,3,0,2
4,0,1,6,5,1,1,43.0,0,2,1,1,0,4765,400,3,2,1,5,5,0,0,0,2,3,0,2
4,2,1,7,4,1,1,44.0,0,2,1,0,0,4766,400,3,2,2,5,5,0,0,0,3,3,0,2
3,6,1,6,4,1,2,16.5,0,2,1,5,0,4767,400,3,2,2,7,0,0,0,0,3,3,0,2
1,17,1,2,1,1,1,45.0,0,1,0,1,0,4768,400,3,2,1,5,5,0,0,0,3,2,1,1
3,17,1,1,2,1,1,39.0,0,0,0,5,0,4769,400,3,2,1,5,5,0,0,0,3,3,0,0
4,5,1,2,4,1,1,34.0,1,1,0,4,0,4770,400,3,2,0,5,4,0,0,0,3,3,0,1
4,6,1,4,1,1,1,53.0,0,1,0,0,0,4771,400,3,2,1,6,6,0,0,0,2,3,0,1
1,13,0,6,2,1,1,42.0,0,1,0,0,0,4772,400,3,2,0,6,5,0,0,0,2,3,0,1
1,9,1,2,1,1,2,45.0,0,2,1,5,0,4773,400,3,2,2,5,5,0,0,0,2,3,0,2
4,6,1,2,4,1,2,32.0,0,1,0,0,0,4774,400,3,2,3,5,4,0,0,0,1,3,0,1
2,6,1,5,2,1,2,27.0,0,2,1,1,0,4775,400,3,2,2,3,4,0,0,0,1,3,0,2
5,9,1,6,5,0,1,49.0,0,1,0,0,1,4776,400,3,2,3,6,6,0,0,0,3,3,0,1
4,9,1,2,1,0,1,31.0,0,1,0,0,0,4777,400,3,2,1,3,4,0,0,0,0,3,0,1
1,9,1,1,1,1,1,54.0,0,2,1,1,0,4778,400,3,2,2,6,6,0,0,0,3,3,0,2
1,9,1,1,1,1,2,31.0,0,1,0,0,0,4779,400,3,2,1,4,4,0,0,0,3,3,0,1
2,6,1,2,2,1,2,31.0,0,2,1,0,0,4780,400,3,2,1,5,4,0,0,0,2,3,0,2
2,13,1,2,2,0,1,33.0,0,2,1,0,0,4781,400,3,2,2,4,4,0,0,0,3,3,0,2
2,17,1,5,3,1,1,36.0,0,0,0,4,0,4782,400,3,2,0,5,5,0,0,0,3,3,0,0
1,17,1,2,2,1,1,31.0,1,1,0,0,0,4783,400,3,2,1,5,4,0,0,0,2,3,0,1
4,5,1,5,5,1,1,38.0,0,0,0,2,0,4784,400,3,2,3,5,5,0,0,0,1,3,0,0
4,17,1,6,4,0,1,44.0,0,0,0,0,0,4785,400,3,2,3,6,5,0,0,0,3,3,0,0
4,9,1,7,4,0,2,41.0,0,2,1,0,0,4786,400,3,2,2,4,5,0,0,0,0,3,0,2
1,6,1,1,1,1,1,33.0,0,2,1,1,0,4787,400,3,2,2,5,4,0,0,0,1,3,0,2
3,17,0,6,3,1,1,40.0,0,1,0,1,0,4788,400,3,2,3,5,5,0,0,0,3,3,0,1
3,13,1,1,3,1,2,61.0,0,2,1,0,0,4789,400,3,2,3,6,7,0,0,0,2,2,1,2
3,0,1,2,3,1,1,61.0,0,1,0,1,0,4790,400,3,2,2,6,7,0,0,0,1,3,0,1
4,9,1,6,4,1,1,30.0,0,0,0,0,0,4791,400,3,2,3,5,4,0,0,0,3,3,0,0
4,12,1,7,4,1,1,49.0,0,6,2,5,0,4792,400,3,2,3,6,6,0,0,0,3,3,0,0
4,6,1,7,4,1,1,27.0,0,1,0,0,0,4793,400,3,2,3,5,4,0,0,0,1,3,0,1
5,13,1,1,5,0,2,27.0,0,1,0,0,0,4794,400,3,2,1,5,4,1,0,0,1,3,0,1
4,2,1,5,5,1,1,32.0,1,1,0,0,1,4795,500,3,2,1,4,4,0,0,0,3,1,0,1
4,13,1,7,4,1,1,45.0,0,2,1,0,0,4796,400,3,2,1,3,5,0,0,0,1,3,0,2
3,9,1,6,4,1,1,28.0,1,0,0,0,0,4797,400,3,2,0,5,4,0,0,0,1,3,0,0
2,6,1,2,2,1,1,55.0,0,1,0,5,0,4798,400,3,2,1,6,6,0,0,0,1,3,2,1
5,17,1,1,1,1,1,43.0,0,1,0,0,0,4799,400,3,2,3,4,5,0,0,0,3,3,0,1
4,13,1,2,4,1,1,49.0,0,1,0,0,0,4800,400,3,2,3,4,6,0,0,0,3,3,0,1
4,17,1,2,4,1,2,27.0,0,2,1,0,0,4801,400,3,2,1,4,4,0,0,0,3,3,0,2
3,13,0,6,3,1,1,59.0,0,0,0,0,0,4802,400,3,2,3,6,7,0,0,0,2,3,0,0
5,5,1,6,2,1,1,48.0,0,1,0,1,0,4803,400,3,2,1,5,6,0,0,0,3,3,0,1
3,3,1,2,3,1,2,29.0,0,2,1,0,0,4804,400,3,2,2,4,4,0,0,0,0,3,0,2
2,17,1,6,2,1,1,38.0,0,2,1,5,0,4805,400,3,2,1,5,5,0,0,0,1,3,0,2
2,17,1,6,2,1,1,26.0,1,1,0,0,0,4806,400,3,2,0,4,4,0,0,0,0,3,0,1
5,13,1,2,1,1,1,36.0,1,1,0,0,0,4807,400,3,2,1,4,5,0,0,0,0,3,0,1
3,13,1,6,2,1,2,31.0,0,0,0,0,0,4808,400,3,2,2,5,4,0,0,0,3,3,0,0
2,2,1,5,2,1,1,62.0,0,2,1,1,0,4809,400,3,2,2,6,7,0,0,0,3,3,0,2
2,9,1,5,1,1,1,38.0,0,1,0,0,0,4810,400,3,2,1,6,5,0,1,0,0,2,1,1
1,13,1,2,2,1,1,47.0,1,0,0,0,0,4811,400,3,2,3,6,6,0,0,0,3,3,0,0
1,9,1,2,1,1,1,47.0,0,0,0,2,1,4812,400,3,2,3,6,6,0,0,0,3,3,0,0
2,6,1,6,2,1,2,16.5,0,2,1,5,0,4813,400,3,2,3,7,0,0,0,0,3,3,0,2
4,17,1,6,4,0,1,34.0,0,1,0,0,0,4814,400,3,2,1,3,4,0,0,0,3,3,0,1
4,9,1,7,1,1,1,30.0,0,2,1,5,0,4815,400,3,2,1,4,4,0,0,0,3,3,0,2
3,9,1,5,3,0,2,30.0,1,4,1,5,0,4816,400,3,2,1,4,4,0,0,0,1,3,0,1
3,5,1,7,3,1,1,49.0,1,1,0,2,0,4817,400,3,2,3,6,6,0,0,0,2,3,0,1
1,2,1,1,2,1,1,50.0,0,1,0,1,1,4818,400,3,2,0,6,6,0,0,0,3,3,0,1
1,6,0,7,2,1,1,27.0,0,1,0,5,0,4819,400,3,2,1,7,4,0,0,0,3,3,0,1
4,17,1,6,4,1,1,30.0,0,2,1,5,0,4820,400,3,2,2,3,4,0,0,0,3,3,0,2
4,9,1,6,1,1,1,44.0,0,2,1,0,0,4821,400,3,2,3,5,5,0,0,0,3,3,0,2
3,6,1,2,3,1,1,61.0,1,1,0,0,0,4822,400,3,2,0,6,7,0,0,0,3,3,0,1
3,13,1,2,4,1,2,21.0,1,1,0,5,0,4823,400,3,2,0,3,3,0,0,0,3,3,0,1
4,9,1,6,4,1,2,31.0,0,1,0,0,0,4824,400,3,2,1,4,4,0,0,0,2,0,0,1
4,13,1,6,1,1,1,42.0,0,0,0,4,0,4825,400,3,2,1,5,5,0,0,0,2,3,0,0
2,6,0,7,2,1,1,50.0,1,1,0,0,0,4826,400,3,2,0,3,6,0,0,0,3,3,0,1
3,2,1,7,4,0,1,33.0,0,2,1,0,0,4827,400,3,2,2,2,4,0,0,0,3,3,0,2
2,13,1,6,2,0,1,63.0,0,0,0,0,0,4828,400,3,2,1,6,7,0,0,0,0,3,0,0
1,6,1,1,2,1,1,60.0,0,1,0,5,0,4829,400,3,2,3,6,7,0,0,0,0,3,0,1
3,2,1,6,3,1,2,29.0,0,1,0,0,0,4830,400,3,2,1,3,4,0,0,0,3,3,0,1
3,7,0,6,3,1,1,30.0,0,2,1,2,0,4831,400,3,2,3,5,4,0,0,0,3,2,1,2
1,17,1,5,3,1,1,40.0,0,0,0,5,1,4832,400,3,2,3,5,5,0,0,0,3,3,0,0
4,6,1,7,1,1,1,28.0,1,4,1,5,0,4833,400,3,2,3,3,4,0,0,0,0,3,0,1
5,2,1,7,5,1,1,27.0,0,1,0,0,0,4834,400,3,2,1,4,4,0,0,0,3,3,0,1
3,3,1,2,4,0,1,45.0,1,1,0,0,0,4835,400,3,2,1,6,5,0,0,0,3,3,0,1
3,6,1,2,3,1,1,57.0,0,1,0,0,0,4836,400,3,2,0,6,7,0,0,0,3,3,0,1
3,9,1,7,1,1,1,52.0,0,2,1,1,0,4837,700,3,2,1,6,6,0,0,0,0,3,0,2
3,17,1,5,3,1,1,40.0,1,2,1,1,0,4838,400,3,2,2,5,5,0,0,0,2,3,0,2
1,0,1,7,2,1,1,32.0,0,0,0,1,0,4839,400,3,2,1,5,4,0,0,0,0,3,2,0
4,13,1,6,2,1,1,44.0,0,1,0,1,0,4840,400,3,2,1,5,5,0,0,0,0,3,0,1
2,13,1,6,4,0,1,36.0,0,2,1,5,0,4841,400,3,2,1,5,5,0,0,0,2,3,0,2
3,2,1,7,3,1,1,35.0,0,1,0,0,0,4842,400,3,2,0,4,4,0,0,0,3,3,0,1
5,13,0,7,5,1,2,26.0,0,1,0,0,0,4843,400,3,2,0,5,4,0,0,0,3,3,0,1
4,17,0,2,1,0,2,22.0,0,1,0,0,0,4844,400,3,2,1,2,3,0,0,0,2,3,0,1
2,2,1,5,2,0,1,27.0,1,0,0,0,0,4845,400,3,2,0,4,4,1,0,0,3,3,0,0
1,5,1,7,4,1,1,43.0,0,0,0,4,1,4846,500,3,2,3,6,5,0,0,0,3,1,0,0
2,2,1,6,2,1,1,40.0,0,1,0,1,0,4847,400,3,2,1,6,5,0,0,0,3,3,0,1
2,17,1,7,2,0,1,28.0,1,1,0,0,0,4848,400,3,2,2,5,4,1,1,0,0,3,0,1
1,17,1,6,3,1,1,37.0,1,0,0,0,0,4849,400,3,2,1,6,5,0,0,0,3,3,0,0
3,17,1,4,1,1,1,40.0,1,0,0,0,0,4850,400,3,2,3,5,5,0,0,0,3,3,0,0
2,9,1,5,2,1,2,33.0,0,2,1,1,0,4851,400,3,2,1,5,4,0,0,0,3,3,0,2
1,17,1,2,1,0,0,35.0,1,1,0,0,0,4852,400,3,2,0,3,4,0,0,0,3,2,1,1
3,2,1,7,3,1,2,35.0,0,1,0,0,0,4853,400,3,2,2,5,4,0,0,0,3,3,0,1
1,6,1,6,1,1,2,23.0,1,4,1,5,0,4854,400,3,2,3,4,3,0,0,0,2,3,0,1
3,2,1,7,3,1,1,47.0,0,1,0,1,0,4855,400,3,2,0,6,6,0,0,0,2,3,0,1
3,0,1,1,4,1,1,37.0,0,8,2,5,0,4856,400,3,2,0,5,5,0,0,0,3,3,0,2
2,17,1,6,2,0,2,34.0,0,2,1,0,0,4857,400,3,2,0,4,4,0,0,0,2,3,0,2
2,2,1,6,2,1,1,56.0,0,6,2,5,0,4858,400,3,2,1,6,7,0,0,0,2,3,0,0
1,2,1,7,1,1,1,40.0,0,2,1,1,0,4859,400,3,2,3,5,5,0,0,0,3,3,0,2
2,13,1,5,2,1,1,44.0,0,0,0,4,0,4860,400,3,2,3,5,5,0,0,0,0,3,0,0
4,17,1,6,1,1,2,21.0,0,0,0,4,0,4861,400,3,2,3,2,3,0,0,0,3,3,0,0
1,13,1,7,2,0,1,36.0,1,2,1,1,0,4862,400,3,2,3,5,5,0,0,0,1,3,0,2
3,13,0,7,4,1,1,40.0,0,1,0,0,0,4863,400,3,2,3,3,5,0,0,0,3,3,0,1
3,0,1,7,4,1,1,38.0,0,0,0,1,0,4864,400,3,2,3,5,5,0,0,0,3,3,0,0
1,5,1,6,1,1,1,31.0,1,0,0,4,0,4865,400,3,2,3,4,4,0,0,0,3,3,0,0
3,17,1,2,3,1,1,35.0,1,2,1,1,0,4866,400,3,2,1,4,4,0,0,0,3,3,0,2
5,17,1,2,2,1,2,19.0,0,1,0,0,0,4867,400,3,2,1,2,2,0,0,0,2,3,0,1
5,17,1,2,2,1,1,47.0,0,0,0,0,0,4868,400,3,2,3,4,6,0,0,0,3,3,0,0
1,5,1,1,1,1,1,56.0,1,0,0,3,0,4869,400,3,2,1,6,7,0,0,0,0,3,0,0
5,17,1,2,1,1,1,54.0,1,1,0,0,0,4870,400,3,2,3,6,6,0,0,0,3,3,0,1
3,9,1,1,2,1,1,35.0,0,1,0,0,0,4871,400,3,2,3,4,4,0,0,0,2,3,0,1
3,13,1,6,4,1,2,27.0,0,2,1,1,0,4872,400,3,2,1,4,4,0,0,0,0,3,0,2
3,2,0,6,4,0,1,48.0,0,1,0,1,0,4873,400,3,2,1,5,6,0,0,0,3,2,1,1
3,17,1,7,3,1,2,29.0,1,2,1,0,0,4874,400,3,2,1,4,4,0,0,0,1,3,0,2
3,2,1,2,3,1,2,41.0,1,0,0,5,0,4875,400,3,2,0,5,5,0,0,0,2,3,0,0
2,9,1,6,3,1,2,34.0,0,1,0,1,0,4876,400,3,2,2,4,4,0,0,0,3,3,0,1
2,2,0,2,3,1,1,42.0,0,2,1,0,0,4877,400,3,2,1,5,5,0,0,0,2,3,0,2
2,6,1,7,2,1,1,60.0,0,1,0,1,0,4878,400,3,2,0,6,7,0,0,0,2,3,0,1
3,2,1,7,4,0,1,57.0,0,2,1,0,0,4879,400,3,2,1,6,7,0,0,0,2,3,0,2
3,17,1,6,1,1,1,49.0,1,0,0,4,0,4880,400,3,2,0,6,6,0,0,0,3,3,2,0
3,2,1,1,4,1,1,48.0,0,1,0,0,0,4881,400,3,2,0,5,6,0,0,0,3,3,0,1
2,13,1,2,2,1,1,39.0,0,1,0,0,0,4882,400,3,2,3,5,5,0,0,0,2,3,0,1
1,13,0,7,4,1,2,24.0,1,1,0,0,0,4883,400,3,2,0,3,3,0,0,0,2,3,0,1
1,6,0,2,1,1,2,33.0,1,2,1,1,0,4884,400,3,2,3,5,4,0,0,0,2,3,0,2
1,9,1,2,3,1,2,22.0,1,1,0,1,0,4885,400,3,2,1,3,3,0,0,0,0,3,0,1
1,2,1,6,1,0,2,35.0,0,0,0,0,0,4886,400,3,2,0,4,4,0,0,0,1,3,0,0
2,5,1,2,2,1,2,33.0,0,2,1,2,0,4887,400,3,2,1,4,4,0,0,0,3,3,0,2
3,2,0,2,3,1,1,34.0,1,0,0,1,0,4888,400,3,2,1,4,4,0,1,0,3,3,0,0
4,13,1,7,4,1,2,29.0,0,2,1,0,0,4889,400,3,2,2,4,4,0,0,0,3,3,0,2
4,0,1,7,4,1,1,37.0,0,0,0,1,0,4890,400,3,2,0,5,5,0,0,0,3,3,0,0
2,17,1,7,3,1,2,35.0,1,1,0,0,0,4891,400,3,2,3,4,4,0,0,0,3,3,0,1
4,6,1,6,1,0,1,31.0,0,1,0,4,0,4892,400,3,2,3,5,4,0,0,0,0,3,0,1
5,13,0,2,2,1,1,46.0,0,1,0,1,0,4893,400,3,2,3,6,6,0,0,0,1,3,0,1
4,2,1,2,4,1,1,31.0,0,2,1,5,0,4894,400,3,2,2,5,4,0,0,0,3,2,1,2
5,17,1,7,1,1,1,31.0,0,2,1,5,0,4895,400,3,2,2,3,4,0,0,0,3,3,0,2
4,17,1,2,1,1,1,37.0,1,1,0,1,0,4896,400,3,2,0,5,5,0,0,0,3,3,0,1
4,13,1,7,5,1,1,41.0,1,1,0,0,1,4897,500,3,2,1,5,5,0,0,0,3,1,0,1
1,17,1,2,2,1,1,36.0,0,0,0,5,0,4898,400,3,2,1,5,5,0,0,0,2,3,0,0
1,6,1,5,3,1,1,29.0,0,0,0,4,1,4899,400,3,2,3,4,4,0,0,0,3,3,0,0
2,17,1,7,2,1,2,26.0,0,2,1,0,0,4900,400,3,2,1,4,4,0,0,0,0,3,0,2
3,9,1,6,3,1,1,48.0,0,2,1,0,0,4901,400,3,2,2,6,6,0,0,0,0,3,0,2
3,6,1,2,4,1,1,60.0,0,1,0,0,0,4902,400,3,2,0,5,7,0,0,0,0,3,0,1
2,11,1,1,3,1,1,63.0,0,6,2,5,0,4903,400,3,2,1,6,7,1,0,0,0,3,0,0
4,17,1,2,5,1,1,22.0,1,1,0,0,0,4904,400,3,2,3,4,3,0,0,0,3,3,0,1
2,5,0,2,2,1,1,47.0,0,1,0,2,0,4905,400,3,2,3,6,6,0,0,0,3,3,0,1
1,2,1,2,2,1,1,34.0,1,0,0,0,0,4906,400,3,2,1,5,4,0,0,0,3,3,0,0
3,13,1,5,3,1,1,30.0,1,0,0,4,0,4907,400,3,2,1,5,4,0,0,0,3,3,0,0
4,17,1,2,4,1,2,22.0,0,2,1,0,0,4908,400,3,2,3,3,3,0,0,0,3,3,0,2
3,2,1,1,4,1,2,30.0,0,2,1,1,0,4909,400,3,2,1,5,4,0,0,0,2,3,0,2
1,6,1,1,2,1,1,35.0,0,0,0,0,1,4910,400,3,2,3,5,4,0,0,0,1,3,0,0
1,6,1,6,2,1,1,36.0,1,0,0,0,0,4911,400,3,2,3,5,5,0,0,0,3,3,0,0
1,6,1,6,1,1,1,50.0,0,2,1,5,0,4912,400,3,2,2,6,6,0,0,0,2,3,0,2
4,13,0,1,2,0,2,24.0,0,0,0,4,0,4913,400,3,2,1,3,3,0,0,0,0,3,0,0
3,17,0,2,3,1,1,60.0,0,2,1,2,0,4914,400,3,2,3,4,7,0,0,0,0,3,0,2
3,9,1,1,3,1,1,30.0,1,1,0,0,0,4915,400,3,2,3,5,4,0,0,0,3,0,1,1
